decision,reason_code,reason,title,year,venue,doi,arxiv,url,source_file,abstract_snippet
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Accurate indoor positioning by combining sensor fusion and obstruction compensation,2023,2023 13th International Conference on Indoor Positioning and Indoor Navigation (IPIN),10.1109/ipin57070.2023.10332536,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10332536,ieee_xplore_2026-02-19_06-02-26.csv,"Our dependency on Global Navigation Satellite System (GNSS) for getting directions, tracking items, locating friends, or getting maps of the world has increased tremendously over the last decade. However, as soon as we enter a building, the signal strength of the satellites is to..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,"Unmodulated Visible-Light Positioning: A Deep-Dive Into Techniques, Studies, and Future Prospects",2025,IEEE Open Journal of the Communications Society,10.1109/ojcoms.2025.3628482,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11224707,ieee_xplore_2026-02-19_06-02-26.csv,"Visible Light Positioning (VLP) has emerged as a promising technology for next-generation indoor positioning systems (IPS), particularly within the scope of sixth-generation (6G) wireless networks. Its attractiveness stems from leveraging existing lighting infrastructures equippe..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,3D millimeter-Wave Sensing vs Ultra-Wideband Positioning,2024,2024 14th International Conference on Indoor Positioning and Indoor Navigation (IPIN),10.1109/ipin62893.2024.10786158,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10786158,ieee_xplore_2026-02-19_06-02-26.csv,"Indoor positioning and sensing using millimeter-wave (mmWave) and Ultra-Wideband (UWB) technologies have garnered significant attention in the literature. While extensive research exists on 2 D positioning with these technologies, a notable gap remains in addressing 3D positionin..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Multi-Frequency Vector Tracking GNSS Receiver with Ionosphere Estimation,2025,"2025 IEEE/ION Position, Location and Navigation Symposium (PLANS)",10.1109/plans61210.2025.11028345,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11028345,ieee_xplore_2026-02-19_06-02-26.csv,"Position, velocity, and time (PVT) information is essential for a variety of applications. Global navigation satellite systems (GNSSs) are widely used for this purpose due to their global availability. However, the nearer receiver environment as well as atmospheric effects, espec..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Signal Processing for Passive Bistatic Radar,2019,Signal Processing for Passive Bistatic Radar,,,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9098788.pdf&bkn=9098788&pdfType=book,ieee_xplore_2026-02-19_06-02-26.csv,"This cutting-edge resource introduces the basic concepts of passive bistatic radar, such as bistatic geometry, bistatic radar equation and analysis of different illuminating signals. These techniques, although known for almost a century, have not been developed intensively for de..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,"Leveraging the SAFRAN Skydel Capabilities as Low Earth Orbit Non-Cooperative SoOP Emulator, A Case Study for Iridium-Next Constellation",2025,2025 AIAA DATC/IEEE 44th Digital Avionics Systems Conference (DASC),10.1109/dasc66011.2025.11257280,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11257280,ieee_xplore_2026-02-19_06-02-26.csv,"Signals of Opportunity (SoOP) from Low-Earth-Orbit (LEO) constellations have emerged as a promising complement—and disruption-tolerant alternative—to GNSS for positioning, navigation and timing (PNT). Yet their laboratory emulation remains challenging because standard simulators ..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Ultra-Wideband Aided UAV Positioning Using Incremental Smoothing with Ranges and Multilateration,2020,2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros45743.2020.9341439,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341439,ieee_xplore_2026-02-19_06-02-26.csv,"In this paper, we present a novel smoothing approach for ultra-wideband (UWB) aided unmanned aerial vehicle (UAV) positioning. Existing works based on smoothing or filtering estimate 3D position of UAV by updating a solution for each single 1D low-dimensional UWB range measuremen..."
EXCLUDE,E_ARRAY_NO_DOA_TRACK,Array/radar terms but no DOA or tracking terms.,3D Indoor Environment Charactirazation based on Radio Scanning: Initial Idea and Methodolgy,2019,2019 23rd International Conference on Applied Electromagnetics and Communications (ICECOM),10.1109/icecom48045.2019.9163656,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9163656,ieee_xplore_2026-02-19_06-02-26.csv,In this paper a novel idea of estimating the 3D geometry and building material of indoor environments is proposed. The idea is based on assumption that the received radio signal is distorted due to interaction with the surrounding objects and thus includes the signature of the ra...
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,"Enhancing Worker Safety in Unmanned Agricultural Environments through the Integration of RFID, RTK, UWB, and LIDAR: Insights from Research Projects",2023,2023 8th International Conference on Smart and Sustainable Technologies (SpliTech),10.23919/splitech58164.2023.10193236,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10193236,ieee_xplore_2026-02-19_06-02-26.csv,"The ""SMARTGRID"" project, funded by the Italian National Institute for Insurance against Accidents at Work, integrates RFID tags and BLE devices to identify obstacles and workers within 10 meters of unmanned tractors, providing alerts and emergency stop procedures through an IoT i..."
EXCLUDE,E_ARRAY_NO_DOA_TRACK,Array/radar terms but no DOA or tracking terms.,Deinterleaving and Clustering Radar Pulse Trains via Gated Graph Convolution Deep Clustering,2025,2025 IEEE Radar Conference (RadarConf25),10.1109/radarconf2559087.2025.11205045,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11205045,ieee_xplore_2026-02-19_06-02-26.csv,This paper proposes a novel graph convolutional deep clustering approach for radar signal deinterleaving. The algorithm features an innovative PRI Frequency-Driven Adjacency Matrix Generation (PF-AMG) mechanism that constructs weighted graph structures by statistically analyzing ...
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,An Introduction to Passive Radar,2017,An Introduction to Passive Radar,,,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9100082.pdf&bkn=9100082&pdfType=book,ieee_xplore_2026-02-19_06-02-26.csv,"Developed by recognized experts in the field, this first-of-its-kind resource introduces the basic principles of passive radar technology and provides an overview of recent developments in this field and existing real passive radar systems. This book explains how passive radar wo..."
REVIEW,R_DOA_ONLY,Mentions DOA/AoA but no explicit Kalman/tracking terms; review.,Emitter Detection and Geolocation for Electronic Warfare,2019,Emitter Detection and Geolocation for Electronic Warfare,,,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9098744.pdf&bkn=9098744&pdfType=book,ieee_xplore_2026-02-19_06-02-26.csv,"This comprehensive resource provides theoretical formulation for detecting and geolocating non-cooperative emitters. Implementation of geolocation algorithms are discussed, as well as performance prediction of a hypothetical passive location system for systems analysis or vulnera..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Trajectory Poisson Multi-Bernoulli Mixture Filter for Traffic Monitoring Using a Drone,2024,IEEE Transactions on Vehicular Technology,10.1109/tvt.2023.3310742,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10236493,ieee_xplore_2026-02-19_06-02-26.csv,This article proposes a multi-object tracking (MOT) algorithm for traffic monitoring using a drone equipped with optical and thermal cameras. Object detections on the images are obtained using a neural network for each type of camera. The cameras are modelled as direction-of-arri...
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,A brief review on the positioning technologies for unmanned aerial vehicles,2017,2017 IEEE International Conference on Unmanned Systems (ICUS),10.1109/icus.2017.8278402,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8278402,ieee_xplore_2026-02-19_06-02-26.csv,"The research of unmanned aerial vehicles (UAVs) is outburst in several areas, which has shown a great potential as a low-cost, flexible and reliable platform, and the positioning is one of the most important techniques in UAV filed include tracking and monitoring, sense and avoid..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Research on Mobile Robot Localization and Mapping Method for Underground Long-Narrow Tunnels,2022,2022 4th International Conference on Robotics and Computer Vision (ICRCV),10.1109/icrcv55858.2022.9953232,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9953232,ieee_xplore_2026-02-19_06-02-26.csv,"The underground roadway scene has few features, which is a typical degraded scene. The commonly used GPS localization methods on the ground can not be directly applied, which brings great challenges to the localization and mapping of mobile robots. This paper proposes to build a ..."
EXCLUDE,E_ARRAY_NO_DOA_TRACK,Array/radar terms but no DOA or tracking terms.,Clustering Based Multiple Hypothesis Multi-Target Localization,2017,2017 4th International Conference on Information Science and Control Engineering (ICISCE),10.1109/icisce.2017.190,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8110417,ieee_xplore_2026-02-19_06-02-26.csv,"Cooperative detection system, which combines selforganizing network and single radar system, improves the ability of cooperative localization by distributed multi-node using multi-direction scattering power of target. Multiplehypothesis (MH)-Based Algorithm for Target Localizatio..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Detection and tracking of multiple targets using dual-frequency interferometric radar,2020,IET International Radar Conference (IET IRC 2020),10.1049/icp.2021.0646,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9545609,ieee_xplore_2026-02-19_06-02-26.csv,Multiple-target tracking (MTT) usually requires either a network of distributed radars at different locations or single radar installed with expensive phased arrays. The moving targets with small radial velocity cannot be localized/tracked in 2-D space using single Doppler radar ...
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Differential Carrier Phase Positioning With System Error Corrections Based on Orbcomm Signals of Opportunity,2025,IEEE Sensors Journal,10.1109/jsen.2025.3538567,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10879405,ieee_xplore_2026-02-19_06-02-26.csv,"Multiple epoch stationary positioning can be achieved using signals of opportunity (SOPs) from low-Earth-orbit (LEO) satellites when a global navigation satellite system (GNSS) is unavailable. Concurrently, the two-line element (TLE) and the simplified general perturbation 4 (SGP..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,"Civilian GNSS Spoofing, Detection, and Recovery",2021,"Position, Navigation, and Timing Technologies in the 21st Century: Integrated Satellite Navigation, Sensor Systems, and Civil Applications",10.1002/9781119458449.ch25,,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9305038.pdf&bkn=9304973&pdfType=chapter,ieee_xplore_2026-02-19_06-02-26.csv,This chapter's goal is to report on the state of the body of research into spoofing and detection. It reviews the fundamental approaches that can be used for global navigation satellite system spoofing and spoofing detection. The chapter discusses progress in these areas and defi...
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,A Deep Learning Based Bluetooth Indoor Localization Algorithm by RSSI and AOA Feature Fusion,2022,"2022 International Conference on Computer, Information and Telecommunication Systems (CITS)",10.1109/cits55221.2022.9832985,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9832985,ieee_xplore_2026-02-19_06-02-26.csv,"With the development of the Internet of Things, location based services has received much attentions. Bluetooth 5.1 standard provides the Angle of Arrival (AOA) direction finding function, which opens a new approach for indoor Bluetooth localization. In this paper, a deep learnin..."
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,Wideband Multitarget Tracking Based on Dynamic Bayesian Network Learning in an Acoustic Sensor Array Network,2022,IEEE Internet of Things Journal,10.1109/jiot.2021.3108528,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9524819,ieee_xplore_2026-02-19_06-02-26.csv,"The multitarget tracking (MTT) based on distributed fusion methods in an acoustic sensor array network (ASAN) is limited by the performance of measurement parameter estimators, such as the received signal strength (RSS) and the direction of arrival (DOA). For measurement paramete..."
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Range and Bearing Estimations Using Trilateration Ultrawideband Tag for Range-Only Simultaneous Localization and Mapping,2025,IEEE Transactions on Industrial Electronics,10.1109/tie.2025.3589465,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11112542,ieee_xplore_2026-02-19_06-02-26.csv,This article presents a novel solution for the range-only simultaneous localization and mapping (RO-SLAM) that builds a map of the ultrawideband (UWB) anchors affixed to the unknown positions of the environment and localizes an autonomous mobile robot (AMR) at the same time. Dela...
EXCLUDE,E_NOT_DOA,No DOA/AoA/array context in title/abstract.,Collaborative Bearing Estimation Using Set Membership Methods,2023,2023 26th International Conference on Information Fusion (FUSION),10.23919/fusion52260.2023.10224173,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10224173,ieee_xplore_2026-02-19_06-02-26.csv,We consider the problem of collaborative bearing estimation using a method with historic roots in set theoretic estimation techniques. We refer to this method as the Convex Combination Ellipsoid (CCE) method and show that it provides a less conservative covariance estimate than t...
INCLUDE,I_DOA_TRACK,Mentions DOA/AoA and tracking (Kalman/EKF/UKF/innovation).,A New Local Polynomial Modeling Based Variable Forgetting Factor and Variable Regularized PAST Algorithm for Subspace Tracking,2018,IEEE Transactions on Aerospace and Electronic Systems,10.1109/taes.2018.2797780,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8268090,ieee_xplore_2026-02-19_06-02-26.csv,"This paper proposes a new local polynomial modeling based variable forgetting factor (VFF) and variable regularized (VR) projection approximation subspace tracking (PAST) algorithm, which is based on a novel VR-VFF recursive least squares (RLS) algorithm with multiple outputs. Th..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Beam Tracking for Distributed Millimeter-Wave MIMO-OFDM Systems with Unscented Particle Filter,2023,2023 IEEE 23rd International Conference on Communication Technology (ICCT),10.1109/icct59356.2023.10419589,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10419589,ieee_xplore_2026-02-19_06-02-26.csv,"In distributed millimeter-wave (mm-wave) multiple input multiple output orthogonal frequency division multiplexing (MIMO-OFDM) systems, the accurate and instantaneous beam direction is required to acquire high beamforming gain. Therefore, this study focuses on the tracking of ang..."
REVIEW,R_TRACK_ARRAY,Tracking terms with array/radar context; DOA not explicit.,Continuous Beam Alignment for Mobile MIMO,2024,IEEE Transactions on Wireless Communications,10.1109/twc.2023.3331259,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10319287,ieee_xplore_2026-02-19_06-02-26.csv,"Millimeter-wave transceivers use large antenna arrays to form narrow high-directional beams and overcome severe attenuation. Narrow beams require large signaling overhead to be aligned if no prior information about beam directions is available. Moreover, beams drift with time due..."
REVIEW,R_DOA_ONLY,Mentions DOA/AoA but no explicit Kalman/tracking terms; review.,Bayesian Joint Synchronization and Localization Based on Asymmetric Time-stamp Exchange,2020,"2020 International Symposium on Networks, Computers and Communications (ISNCC)",10.1109/isncc49221.2020.9297187,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9297187,ieee_xplore_2026-02-19_06-02-26.csv,"In this work, we study the joint synchronization and localization (sync&loc) of Mobile Nodes (MNs) in ultra dense networks. In particular, we deploy an asymmetric time-stamp exchange mechanism between the MNs and the Access Nodes (ANs), that, traditionally, provides us with infor..."
